alpha,beta,w_dis,w_dir,w_reg,fold_id,heldout_group,train_anchor_label,test_labels,seed,E_distance_stress,E_direction_vr,RMSE_anchor_km,wrong_dir_count,last_raw_stress_trace
1.5,-1.0,1.0,31.622776601683793,0.1,0,0,龜茲,鄯善|于闐,1,0.01575773975300542,0.20754716981132076,702.1672152716634,11.0,25.746136875948878
1.5,-1.0,1.0,31.622776601683793,0.1,1,1,鄯善,龜茲|車師前,0,0.00933840149045756,0.33962264150943394,668.9270407344488,18.0,25.939739668324336
1.5,-1.0,1.0,31.622776601683793,0.1,1,1,鄯善,龜茲|車師前,1,0.009743254977382805,0.5660377358490566,762.099213682102,30.0,26.138044736272363
1.5,-0.5,1.0,31.622776601683793,0.31622776601683794,0,0,龜茲,鄯善|于闐,0,0.00625979334070559,0.33962264150943394,498.9913511338825,18.0,25.982220806714295
1.5,-0.5,1.0,31.622776601683793,0.31622776601683794,0,0,龜茲,鄯善|于闐,1,0.01078618521416846,0.2830188679245283,793.2415178783011,15.0,25.99100133483126
1.5,-0.5,1.0,31.622776601683793,0.31622776601683794,1,1,鄯善,龜茲|車師前,0,0.009417256133831467,0.32075471698113206,667.0404585914337,17.0,26.609472362448404
1.5,-0.5,1.0,31.622776601683793,0.31622776601683794,1,1,鄯善,龜茲|車師前,1,0.010357585826320532,0.5471698113207547,837.6288835771405,29.0,26.74014962448353
1.5,0.0,1.0,31.622776601683793,1.0,0,0,龜茲,鄯善|于闐,0,0.011215802662119096,0.37735849056603776,662.795911759356,20.0,28.213105337547756
1.5,0.0,1.0,31.622776601683793,1.0,0,0,龜茲,鄯善|于闐,1,0.010708415968798464,0.32075471698113206,884.4018303410778,17.0,28.489906736366812
1.5,0.0,1.0,31.622776601683793,1.0,1,1,鄯善,龜茲|車師前,0,0.012617491848288602,0.33962264150943394,677.5217822603713,18.0,29.401834557180134
1.5,0.0,1.0,31.622776601683793,1.0,1,1,鄯善,龜茲|車師前,1,0.01417273601528472,0.6981132075471698,882.0533450689121,37.0,29.897411160697892
1.5,0.5,1.0,31.622776601683793,3.1622776601683795,0,0,龜茲,鄯善|于闐,0,0.020390372101959462,0.2641509433962264,600.8970552048044,14.0,35.885715496155754
1.5,0.5,1.0,31.622776601683793,3.1622776601683795,0,0,龜茲,鄯善|于闐,1,0.02147119363410981,0.41509433962264153,1036.4505059921655,22.0,38.04353018436407
1.5,0.5,1.0,31.622776601683793,3.1622776601683795,1,1,鄯善,龜茲|車師前,0,0.022962970081025012,0.33962264150943394,753.3632182216313,18.0,37.048827072470026
1.5,0.5,1.0,31.622776601683793,3.1622776601683795,1,1,鄯善,龜茲|車師前,1,0.0259017063267997,0.8301886792452831,970.3872627823191,44.0,40.28731282475491
1.5,1.0,1.0,31.622776601683793,10.0,0,0,龜茲,鄯善|于闐,0,0.05436656881688413,0.33962264150943394,736.0110770003057,18.0,67.18995808130292
1.5,1.0,1.0,31.622776601683793,10.0,0,0,龜茲,鄯善|于闐,1,0.05504774703171926,0.41509433962264153,980.1113112473132,22.0,68.57317147140871
1.5,1.0,1.0,31.622776601683793,10.0,1,1,鄯善,龜茲|車師前,0,0.05885573305905926,0.32075471698113206,775.1084464071713,17.0,69.48925104474942
1.5,1.0,1.0,31.622776601683793,10.0,1,1,鄯善,龜茲|車師前,1,0.05183449200737029,0.37735849056603776,960.3980173892376,20.0,70.44432633745589
1.5,1.5,1.0,31.622776601683793,31.622776601683793,0,0,龜茲,鄯善|于闐,0,0.1334917078315751,0.4716981132075472,1095.77145378897,25.0,219.00936772612113
1.5,1.5,1.0,31.622776601683793,31.622776601683793,0,0,龜茲,鄯善|于闐,1,0.13382716991816626,0.4716981132075472,1097.7398798878694,25.0,220.58860866301052
